title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
The Great Executioner,1755,1755-01-01,1755-01-01,mezzotint engraving,2006.83.32,cmoa:things/c0c51be2-9e8a-491d-805f-716a1fdd7a78,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34375,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39433&size=Medium,cmoa:parties/80e1fdac-4399-45b5-9463-ed47ef96316d|cmoa:parties/51100163-dbfc-4300-9212-86fc421b8a59|cmoa:parties/99e88a0b-2163-45fe-a27e-abefaca12bad,Person|Person|Person,Richard Houston|Prince Rupert of the Rhine|Jusepe de Ribera,"Houston, Richard|Rupert|Ribera, Jusepe de",printmaker|after|,Irish|German|Spanish,1721-01-01|1619-01-01|1591-01-01,1775-01-01|1682-01-01|1652-01-01,"Dublin (County Dublin, Leinster, Republic of Ireland)||Játiva (Valencia province, Valencia region, Spain)","London (Greater London, England, United Kingdom)||Naples (Napoli province, Campania, Italy)"
The Shepherd,1774,1774-01-01,1774-01-01,stipple engraving,2006.83.33,cmoa:things/b1a55258-9200-4435-9205-4852cab945ec,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,10.0,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34376,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104114&size=Medium,cmoa:parties/3063e671-0181-41e6-b47f-2ca4220605b8|cmoa:parties/efaf97ca-6f9b-45e1-aa32-8be8fd6028a5,Person|Person,Jonathan Spilsbury|Thomas Worlidge,"Spilsbury, Jonathan|Worlidge, Thomas",printmaker|after,British|British,1737-01-01|1700-01-01,1812-01-01|1766-01-01,|,|
Mrs. Fitzherbert,1792,1792-01-01,1792-01-01,stipple engraving,2006.83.34,cmoa:things/a7d350d5-3813-488d-8dbc-db577524eb29,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,17.75,21.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34378,"Rolf and Magda Loeber, Pittsburgh, PA, by February 2007; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=111254&size=Medium,cmoa:parties/663797e1-04bf-4085-8ee8-a672e58e8042|cmoa:parties/ea5a05ae-89ab-46b8-a7fc-45c8a38d78cf,Person|Person,Jean Condé|Richard Cosway,"Condé, Jean|Cosway, Richard",printmaker|after,French|British,1767-01-01|1742-01-01,1794-01-01|1821-01-01,"France| Devon (England, United Kingdom)","London, England| London (Greater London, England, United Kingdom)"
Two men and a sleeping woman in a candlelit interior with a maidservant in the background,1774,1774-01-01,1774-01-01,mezzotint engraving,2006.83.35,cmoa:things/e5a8c1f3-0d9c-43d2-95d5-1501edc15110,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34380,"Rolf and Magda Loeber, by February 2007; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39435&size=Medium,cmoa:parties/1297a4a7-c32b-4349-b0c4-e6dbe49d0d1e|cmoa:parties/609c4096-c3d2-4237-9a2c-1e4d7b9da45d,Person|Person,William Baillie|Gerrit Dou,"Baillie, William|Dou, Gerrit",printmaker|after,British|Dutch,1723-01-01|1613-01-01,1810-01-01|1675-01-01,"|Leyden (South Holland, Netherlands)","|Leyden (South Holland, Netherlands)"
"Henry Booth, Lord Delamer [1st Earl of Warrington]",1689,1689-01-01,1689-01-01,mezzotint engraving,2006.83.37,cmoa:things/16a372a4-242e-4f32-8d12-3db2cd37f7e4,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34385,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39620&size=Medium,cmoa:parties/90fd7879-b9f9-44f2-85f4-345809e2baec|cmoa:parties/46fdb98d-ac1c-4976-9647-c8bae0533722,Person|Person,John Smith|Sir Godfrey Kneller,"Smith, John|Kneller, Godfrey",printmaker|after,British|English,1652-01-01|1646-01-01,1743-01-01|1723-01-01,"| Lubeck (Schleswig-Holstein, Germany)","| London (Greater London, England, United Kingdom)"
Gerbrandus van Leevwen (Leeuwen),c. 1680-1710,1665-01-01,1720-01-01,mezzotint engraving,2006.83.38,cmoa:things/3b331e8c-0f1f-4661-8ed5-1ec9465f3fbc,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34388,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101807&size=Medium,cmoa:parties/a65a8db8-2475-48f4-a16d-643ff13b20e8|cmoa:parties/63566415-3a78-419c-bf6c-b7800a493cb2,Person|Person,Pieter Schenck|Arnold Boonen,"Schenck, Pieter|Boonen, Arnold",printmaker|after,Dutch|Dutch,1660-01-01|1669-01-01,1718-01-01|1729-01-01,"|Dordrecht (South Holland, Netherlands)","|Amsterdam (North Holland, Netherlands)"
John Cutts [Baron Cutts],c. 1685,1670-01-01,1700-01-01,mezzotint engraving,2006.83.39,cmoa:things/1d52df0a-ca22-44f1-b0d0-bc5ddf607862,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34389,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101808&size=Medium,cmoa:parties/fb80c814-278a-4846-87e4-1378fba94a30|cmoa:parties/03d240a8-e02d-4f4b-8bb1-3e1b20c6a9fb,Person|Person,Robert Williams|Willem Wissing,"Williams, Robert|Wissing, Willem",printmaker|after,English|Dutch,1680-01-01|1656-01-01,1704-01-01|1687-01-01,|Amsterdam,"|Stamford, Lincs"
Woman asleep by candlelight,c. 1692,1677-01-01,1707-01-01,mezzotint engraving,2006.83.41,cmoa:things/3a2d24fb-2d19-4217-b6d3-59b994ef8ed6,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34392,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101809&size=Medium,cmoa:parties/90fd7879-b9f9-44f2-85f4-345809e2baec|cmoa:parties/bf674b65-b5c2-4724-8ab5-31e3210b5c44,Person|Person,John Smith|Godfried Schalcken,"Smith, John|Schalcken, Godfried",printmaker|after,British|Dutch,1652-01-01|1643-01-01,1743-01-01|1706-01-01,"|Made (North Brabant, Netherlands)","|Hague, The (South Holland, Netherlands)"
Domestic Employment: Washing,c. 1765,1755-01-01,1775-01-01,mezzotint engraving,2006.83.42,cmoa:things/47e644b3-3f8e-4b14-bfa5-d97630ed6eaa,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34393,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104104&size=Medium,cmoa:parties/f3567923-7afb-4045-9600-32c17891bc92|cmoa:parties/9bd5e4d4-bb24-4542-8594-ec2b744744be,Person|Person,Charles Spooner|Philippe Mercier,"Spooner, Charles|Mercier, Philippe",printmaker|after,Irish|French,|1689-01-01,1767-01-01|1760-01-01," Wexford (County Wexford, Leinster, Republic of Ireland)|Berlin (Berlin state, Germany)"," London (Greater London, England, United Kingdom)|London (Greater London, England, United Kingdom)"
"Mrs. Turnor (Diana Turnor, nee Cecil)",1681-1688,1681-01-01,1688-01-01,mezzotint engraving,2006.83.43,cmoa:things/8ee1c19b-9904-4c84-955a-8e7d4aaea809,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34394,"Rolf and Magda Loeber, by February 2007; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39626&size=Medium,cmoa:parties/c28e8de6-da29-4039-a47a-ef934a2a9f18|cmoa:parties/46fdb98d-ac1c-4976-9647-c8bae0533722,Person|Person,Isaac Beckett|Sir Godfrey Kneller,"Beckett, Isaac|Kneller, Godfrey",printmaker|after,British|English,1652-01-01|1646-01-01,1688-01-01|1723-01-01,"| Lubeck (Schleswig-Holstein, Germany)","| London (Greater London, England, United Kingdom)"
Earl Percy,1806,1806-01-01,1806-01-01,mezzotint engraving,2006.83.45,cmoa:things/2e85fd84-dd5c-4bcf-88ce-557ad55abba3,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34400,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39628&size=Medium,cmoa:parties/2751ab8a-23b8-4a84-badf-eb293c83c7ef|cmoa:parties/29f9b0be-692f-4f5a-b367-dcf5a6b3541d,Person|Person,"Samuel William Reynolds the Elder|Thomas Phillips, R.A.","Reynolds, Samuel William, the elder|Phillips, Thomas",printmaker|after,British|English,1773-01-01|1770-01-01,1835-01-01|1845-01-01,"London (Greater London, England, United Kingdom)|Dudley (West Midlands, England, United Kingdom)","London (Greater London, England, United Kingdom)|London (Greater London, England, United Kingdom)"
Hendrick Noteman,c. 1680-1720,1665-01-01,1730-01-01,mezzotint engraving,2006.83.46,cmoa:things/f87ee9d1-7afc-4ad8-b8c3-982baa6daf6a,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34401,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39629&size=Medium,cmoa:parties/79ee1859-a7e9-4652-9b99-4d60eb2c86c5|cmoa:parties/53b1528b-c475-4789-9412-3dac1ae89726,Person|Person,Jacob Gole|Aert de Gelder,"Gole, Jacob|Gelder, Aert de",printmaker|after,Dutch|Dutch,1660-01-01|1645-01-01,1732-01-01|1727-01-01,"Amsterdam (North Holland, Netherlands)|Dordrecht (South Holland, Netherlands)","|Dordrecht (South Holland, Netherlands)"
Young Woman at Her Toilet,c. 1680-1700,1665-01-01,1710-01-01,mezzotint engraving,2006.83.47,cmoa:things/b1da7e17-1a5b-4c57-8ab7-8e64e1035a55,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,14.5,19.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34429,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39630&size=Medium,cmoa:parties/7f7a8bbe-77dd-44ed-9018-30fb193c0d29,Person,Gabriel Metsu,"Metsu, Gabriel",after,Dutch,1629-01-01,1667-01-01,"Leiden, Netherlands","Amsterdam, Netherlands"
A Village Girl Gathering Nuts,1787,1787-01-01,1787-01-01,stipple engraving,2006.83.48,cmoa:things/8a9ddedf-1ef6-4a6d-8fd1-75a2fcc27792,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34430,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39631&size=Medium,cmoa:parties/555ee50a-9638-45e9-b08e-14e4a3e0ede6|cmoa:parties/312aa0ce-4f49-4bc5-ace2-101ed5a9df75,Person|Person,Peltro William Tomkins|William Redmore Bigg,"Tomkins, Peltro William|Bigg, William Redmore",printmaker|after,British|British,1760-01-01|1755-01-01,1840-01-01|1828-01-01,|,|
Mr. Necker [Jacques Necker],1788-1789,1788-01-01,1789-01-01,etching and aquatint printed in color,2006.83.49,cmoa:things/2971a9b4-a749-497f-8114-ec755abeda96,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,11.0,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34431,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39632&size=Medium,cmoa:parties/1787265e-6c26-41b8-8924-28371e46347d|cmoa:parties/c9b6dec8-dcaf-48b6-ac4d-39d2062f733d,Person|Person,Antoine-Louis-Francois Sergent|Joseph-Siffred Duplessis,"Sergent, Antoine-Louis-Francois|Duplessis, Joseph-Siffred",after|,French|French,1751-01-01|1725-01-01,1847-01-01|1802-01-01,"|Carpentras, France","|Versailles, France"
Louis XVII,c. 1825-1850,1820-01-01,1855-01-01,stipple engraving,2006.83.50,cmoa:things/1bec3885-9989-4393-adb9-92985b5d9f6c,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,18.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34434,"Rolf and Magda Loeber, by February 2007; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=48346&size=Medium,cmoa:parties/110bd62c-7a97-4f1b-95a9-776d99aeee8d|cmoa:parties/30c16662-0204-4a81-b335-032cd692f98f,Person|Person,Noel Bertrand|Auguste François Laby,"Bertrand, Noel|Laby, Auguste François",printmaker|artist,French|French,1784-01-01|1784-01-01,1852-01-01|1860-01-01,"|Paris (Ville de Paris department, Île-de-France, France)","|Paris (Ville de Paris department, Île-de-France, France)"
"T. James, D.D.",1792,1792-01-01,1792-01-01,mezzotint engraving,2006.83.51,cmoa:things/a38df29a-c4b2-4c29-bf99-f0b59ec6515a,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,18.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34468,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39633&size=Medium,cmoa:parties/8fd0317b-823b-4963-a98b-1a9610558cdd|cmoa:parties/46d4c1cc-7327-4075-9a83-d4eb3ae6e39c,Person|Person,Matthew Haughton|George Engleheart,"Haughton, Matthew|Engleheart, George",printmaker|after,British|British,1768-01-01|1752-01-01,1821-01-01|1829-01-01,"| Kew (Greater London, England, United Kingdom)"," West Bromwich (West Midlands, England, United Kingdom)| Blackheath (Surrey, England, United Kingdom)"
The Honorable Henry Erskine,c. 1780-1800,1770-01-01,1805-01-01,mezzotint engraving,2006.83.52,cmoa:things/9ea65639-2ff2-4fe2-a75e-86a53b2c1863,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,19.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34472,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39634&size=Medium,cmoa:parties/160c2d99-b9f9-4fa3-a2c0-6dcf991770a2|cmoa:parties/6b852bde-15f8-475a-9e9e-176f03858840,Person|Person,James Ward|Sir Henry Raeburn,"Ward, James|Raeburn, Henry",printmaker|after,British|British,1769-01-01|1756-01-01,1859-01-01|1823-01-01,"London, England|Scotland (United Kingdom)"," Cheshunt (Hertfordshire, England)|Edinburgh (Edinburgh, Scotland, United Kingdom)"
The Honorable Mrs. Henrietta North,1782,1782-01-01,1782-01-01,mezzotint engraving,2006.83.53,cmoa:things/0d9fb6a8-28fb-4ed7-b474-2e20342f8cf0,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,19.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34476,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39635&size=Medium,cmoa:parties/caacabc4-6d59-48c0-8d04-a60606fd172e|cmoa:parties/4c762d0a-aaa4-42c1-a7fa-52d23ed3c4d5,Person|Person,John Raphael Smith|George Romney,"Smith, John R.|Romney, George",printmaker|after,British|British,1752-01-01|1734-01-01,1812-01-01|1802-01-01,"|Dalton-in-Furness, Lancs, England","|Kendal, Cumbria, England"
William Godwin,1802,1802-01-01,1802-01-01,mezzotint engraving,2006.83.54,cmoa:things/f52154ff-a9b8-4c75-ab98-8f29bbdb3fce,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,18.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34478,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39636&size=Medium,cmoa:parties/e833faeb-f9f2-45a8-8fe5-570d34c2366e|cmoa:parties/db956ad9-50b4-44fb-ae32-c693fa028e51,Person|Person,George Dawe|James Northcote,"Dawe, George|Northcote, James",printmaker|after,British|British,1781-01-01|1746-01-01,1829-01-01|1831-01-01,"|Plymouth (City of Plymouth, England, United Kingdom)","|London (Greater London, England, United Kingdom)"
The Jew Rabbi [King Uzziah stricken by leprosy],1778,1778-01-01,1778-01-01,mezzotint engraving,2006.83.55,cmoa:things/b2ceaef4-666c-44e6-8c32-142c260b6017,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,18.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34480,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39637&size=Medium,cmoa:parties/eb69fb9b-0dd2-479d-9f45-f3b7b0207f83|cmoa:parties/9ad7eee6-c0a1-4b32-b23b-529938123670,Person|Person,William Pether|Rembrandt Harmensz. van Rijn,"Pether, William|Rijn, Rembrandt Harmensz. van",printmaker|after,English|Dutch,1739-01-01|1606-01-01,1821-01-01|1669-01-01,"Carlisle (Cumbria, England, United Kingdom)|Leyden (South Holland, Netherlands)","Bristol (Bristol, England, United Kingdom)|Amsterdam (North Holland, Netherlands)"
"Ceres rescuing Triptolemus by turning King Lyncus into a lynx (Ovid, Metamorphoses, V, 800-810)",c. 1680-1710,1665-01-01,1720-01-01,mezzotint engraving,2006.83.56,cmoa:things/15bfcb98-6c89-487e-93f2-141ce5d31ca0,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,28.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34483,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101916&size=Medium,cmoa:parties/79ee1859-a7e9-4652-9b99-4d60eb2c86c5|cmoa:parties/bc00e60f-429e-4f7a-9ca1-a61b1d361fbb,Person|Person,Jacob Gole|Gerard de Lairesse,"Gole, Jacob|Lairesse, Gerard de",printmaker|after,Dutch|Flemish,1660-01-01|1640-01-01,1732-01-01|1711-01-01,"Amsterdam (North Holland, Netherlands)| Liège (Liège province, Wallonia, Belgium)","| Amsterdam (North Holland, Netherlands)"
Rembrandt's Mother,1764,1764-01-01,1764-01-01,mezzotint engraving,2006.83.57,cmoa:things/f1289080-af2d-413c-ab7a-c7f954a98416,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,19.0,24.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34489,"Rolf and Magda Loeber, Pittsburgh; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39639&size=Medium,cmoa:parties/dc5a0423-26fd-40ae-8236-7bef92c0302b|cmoa:parties/9ad7eee6-c0a1-4b32-b23b-529938123670,Person|Person,Johann Gottfried Haid|Rembrandt Harmensz. van Rijn,"Haid, Johann Gottfried|Rijn, Rembrandt Harmensz. van",printmaker|after,British|Dutch,1710-01-01|1606-01-01,1776-01-01|1669-01-01,"|Leyden (South Holland, Netherlands)","|Amsterdam (North Holland, Netherlands)"
A Lock,1889,1889-01-01,1889-01-01,mezzotint engraving,2006.83.58,cmoa:things/556efe7c-c0d6-4d89-be12-0644a7294e8b,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,23.375,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34490,"Rolf and Magda Loeber, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39640&size=Medium,cmoa:parties/bdfdc206-eab3-436d-abf4-070f47eb3322|cmoa:parties/7b5884a6-e061-4a27-9e87-b2ff41d8b288,Person|Person,Sir Frank Short|John Constable,"Short, Sir Frank|Constable, John",printmaker|after,British|British,1857-01-01|1776-01-01,1945-01-01|1837-01-01,"|East Bergholt (Suffolk, England, United Kingdom)","|Hampstead (Greater London, England, United Kingdom)"
Sir Alexander MacKenzie,c. 1800,1795-01-01,1805-01-01,stipple engraving,2006.83.59,cmoa:things/47daf207-40a9-4ad9-84c5-207b9e2c2e71,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,10.0,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34491,"Rolf and Magda Loeber, Pittsburgh, PA, by February 2007; gift to Carnegie Museum of Art, Pittsburgh, PA, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104115&size=Medium,cmoa:parties/9220b0ec-8121-4cb4-a568-c56749c85620|cmoa:parties/c480781a-1da5-4c38-9e6c-7a6340a662c4,Person|Person,Pierre Condé|Sir Thomas Lawrence,"Condé, Pierre|Lawrence, Thomas",printmaker|after,French|British,|1769-01-01,1819-01-01|1830-01-01,"|Bristol (Bristol, England, United Kingdom)","| London (Greater London, England, United Kingdom)"
A St. James's Beauty,1783,1783-01-01,1783-01-01,etching with mezzotint and aquatint,2006.83.61,cmoa:things/c9a241fb-1b8e-4972-b08d-86f93e513418,Gift of Rolf and Magda Loeber,2007-02-01,Fine Arts,Not on View,11.0,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=34493,"Rolf and Magda Loeber, by February 2007; gift to Carnegie Museum of Art, February 2007.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=39643&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/30308d06-54a0-4975-a42e-45625e1576b8,Person|Person,Francesco Bartolozzi|John Hodges Benwell,"Bartolozzi, Francesco|Benwell, John Hodges",printmaker|after,Italian|British,1727-01-01|1764-01-01,1815-01-01|1785-01-01,"Florence (Firenze province, Tuscany, Italy)|","Lisbon (Distrito de Lisboa, Portugal)|"
