song_title,lyrics
A Hard Day's Night,"A Hard Day’s Night Lyrics[Verse 1: John Lennon]
It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log
But when I get home to you
I find the things that you do
Will make me feel alright

[Verse 2: John Lennon]
You know I work all day
To get you money to buy you things
And it's worth it just to hear you say
You're gonna give me everything
So why on earth should I moan
'Cause when I get you alone
You know I feel okay
[Bridge: Paul McCartney]
When I'm home, everything seems to be right
When I'm home feeling you holding me tight
Tight, yeah!

[Verse 1: John Lennon]
It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log
But when I get home to you
I find the things that you do
Will make me feel alright
Ah!

[Guitar and Piano Solo: George Harrison and George Martin]

[Verse 3: John Lennon]
So why on earth should I moan
'Cause when I get you alone
You know I feel okay

[Bridge: Paul McCartney]
When I'm home everything seems to be right
When I'm home feeling  you holding me tight
Tight, yeah!
You might also like[Verse 1: John Lennon]
It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log
But when I get home to you
I find the things that you do
Will make me feel alright

[Outro: John Lennon]
You know I feel alright
You know I feel alright17Embed"
I Should Have Known Better,"I Should Have Known Better Lyrics[Verse 1]
I should have known better with a girl like you
That I would love everything that you do
And I do, hey, hey, hey, and I do

[Verse 2]
Whoa, oh, I never realized what a kiss could be
This could only happen to me
Can't you see, can't you see

[Bridge]
That when I tell you that I love you, oh
You're going to say you love me too, oh
And when I ask you to be mine
You're gonna say you love me too
[Verse 3]
So I should have realized a lot of things before
If this is love you've got to give me more
Give me more, hey hey hey, give me more

[Guitar Solo]

[Verse 2]
Whoa, oh, I never realized what a kiss could be
This could only happen to me
Can't you see, can't you see

[Bridge]
That when I tell you that I love you, oh
You're going to say you love me too, oh
And when I ask you to be mine
You're going to say you love me too

[Outro]
You love me too, you love me too
You love me tooYou might also like3Embed"
If I Fell,"If I Fell Lyrics[Intro: John Lennon]
If I fell in love with you
Would you promise to be true
And help me understand
'Cause I've been in love before
And I found that love was more
Than just holding hands

[Verse 1: Paul McCartney & John Lennon]
If I give my heart to you
I must be sure
From the very start
That you would love me more than her
[Verse 2: Paul McCartney & John Lennon]
If I trust in you, oh please
Don't run and hide
If I love you too, oh please
Don't hurt my pride like her

[Bridge]
'Cause I couldn't stand the pain
And I
Would be sad if our new love
Was in vain

[Verse 3: Paul McCartney & John Lennon]
So I hope you see that I
Would love to love you
And that she will cry
When she learns we are two

[Bridge: Paul McCartney & John Lennon]
'Cause I couldn't stand the pain
And I
Would be sad if our new love
Was in vain

[Verse 4: Paul McCartney & John Lennon]
So I hope you see that I
Would love to love you
And that she will cry
When she learns we are two
You might also like[Outro: Paul McCartney & John Lennon]
If I fell in love with you13Embed"
I'm Happy Just to Dance with You,"I’m Happy Just to Dance with You Lyrics[Intro]
Before this dance is through
I think I'll love you too
I'm so happy when you dance with me
[Verse 1]
I don't want to kiss or hold your hand
If it's funny try and understand
There is really nothing else I'd rather do
'Cause I'm happy just to dance with you
[Verse 2]
I don't need to hug or hold you tight
I just want to dance with you all night
In this world there's nothing I would rather do
'Cause I'm happy just to dance with you

[Bridge]
Just to dance with you
Is everything I need
Before this dance is through
I think I'll love you too
I'm so happy when you dance with me

[Verse 3]
If somebody tries to take my place
Let's pretend we just can't see his face
In this world there's nothing I would rather do
'Cause I'm happy just to dance with you

[Bridge]
Just to dance with you
Is everything I need
Before this dance is through
I think I'll love you too
I'm so happy when you dance with me
You might also like[Verse 3]
If somebody tries to take my place
Let's pretend we just can't see his face
In this world there's nothing I would rather do
I've discovered I'm in love with you
'Cause I'm happy just to dance with you2Embed"
And I Love Her,"And I Love Her Lyrics[Verse 1]
I give her all my love
That's all I do
And if you saw my love
You'd love her too
I love her

[Verse 2]
She gives me everything
And tenderly
The kiss my lover brings
She brings to me
And I love her
[Bridge]
A love like ours
Could never die
As long as I
Have you near me

[Verse 3]
Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love her

[Guitar Solo]

[Verse 3]
Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love herYou might also like29Embed"
Tell Me Why,"Tell Me Why Lyrics[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me

[Verse 1]
Well I gave you everything I had
But you left me sitting on my own
Did you have to treat me, oh, so bad
All I do is hang my head and moan

[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me
[Verse 2]
If there's something I have said or done
Tell me what and I'll apologize
If you don't, I really can't go on
Holding back these tears in my eyes

[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me

[Verse 3]
Well I beg you on my bended knees
If you'll only listen to my pleas
Is there anything I can do
'Cause I really can't stand it, I'm so in love with you

[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to meYou might also like3Embed"
Can't Buy Me Love,"Can’t Buy Me Love Lyrics[Intro]
Can't buy me love, love
Can't buy me love

[Verse 1]
I'll buy you a diamond ring, my friend
If it makes you feel alright
I'll get you anything, my friend
If it makes you feel alright
'Cause I don't care too much for money
Money can't buy me love
[Verse 2]
I'll give you all I've got to give
If you say you love me too
I may not have a lot to give
But what I got I'll give to you
I don't care too much for money
Money can't buy me love

[Chorus]
Can't buy me love, everybody tells me so
Can't buy me love, no-no-no, no!

[Verse 3]
Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love
Ow!

[Guitar Solo]

[Chorus: Paul McCartney]
Buy me love, everybody tells me so
Can't buy me love, no-no-no, no!
You might also like[Verse 4]
Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love

[Chorus]
Can't buy me love, love
Can't buy me love9Embed"
Any Time at All,"Any Time at All Lyrics[Chorus]
Any time at all
Any time at all
Any time at all, all you've gotta do is call
And I'll be there

[Verse 1]
If you need somebody to love, just look into my eyes
I'll be there to make you feel right
If you're feeling sorry and sad, I'd really sympathize
Don't you be sad, just call me tonight
[Chorus]
Any time at all
Any time at all
Any time at all, all you've gotta do is call
And I'll be there

[Verse 2]
If the sun has faded away, I'll try to make it shine
There's nothing I won't do
When you need a shoulder to cry on, I hope it will be mine
Call me tonight and I'll come to you

[Chorus]
Any time at all
Any time at all
Any time at all, all you've gotta do is call
And I'll be there

[Chorus]
Any time at all
Any time at all
Any time at all, all you've gotta do is call
And I'll be there

[Outro]
Any time at all, all you've gotta do is call
And I'll be thereYou might also like2Embed"
I'll Cry Instead,"I’ll Cry Instead Lyrics[Verse 1]
I've got every reason on earth to be mad
Cause I've just lost the only girl I had
If I could get my way
I'd get myself locked up today
But I can't so I'll cry instead

[Verse 2]
I've got a chip on my shoulder that's bigger than my feet
I can't talk to people that I meet
If I could see you now
I'd try to make you sad somehow
But I can't so I'll cry instead
[Bridge]
Don't wanna cry when there's people there
I get shy when they start to stare
I'm gonna hide myself away-hey
But I'll come back again someday

[Verse 3]
And when I do you better hide all the girls
I'm gonna break their hearts all 'round the world
Yes, I'm gonna break 'em in two
And show you what your loving man can do
Until then I'll cry instead

[Bridge]
Don't wanna cry when there's people there
I get shy when they start to stare
I'm gonna hide myself away-hey
But I'll come back again someday

[Verse 3]
And when I do you better hide all the girls
'Cause I'm gonna break their hearts all 'round the world
Yes, I'm gonna break 'em in two
And show you what your loving man can do
Until then I'll cry insteadYou might also like3Embed"
Things We Said Today,"Things We Said Today Lyrics[Intro]

[Verse 1]
You say you will love me
If I have to go
You'll be thinkin' of me
Somehow I will know
Someday when I'm lonely
Wishing you weren't so far away
Then I will remember
Things we said today
[Verse 2]
You say you'll be mine, girl
Till the end of time
These days such a kind girl
Seems so hard to find
Someday when we're dreaming
Deep in love, not a lot to say
Then we will remember
Things we said today

[Bridge]
Me, I'm just the lucky kind
Love to hear you say that love is love
And, though we may be blind
Love is here to stay and that's enough

[Verse 3]
To make you mine, girl
Be the only one
Love me all the time, girl
We'll go on and on
Someday when we're dreaming
Deep in love, not a lot to say
Then we will remember
Things we said today
You might also like[Bridge]
Me, I'm just the lucky kind
Love to hear you say that love is love
And, though we may be blind
Love is here to stay and that's enough

[Verse 3]
To make you mine, girl
Be the only one
Love me all the time, girl
We'll go on and on
Someday when we're dreaming
Deep in love, not a lot to say
Then we will remember
Things we said todayEmbed"
When I Get Home,"When I Get Home Lyrics[Chorus]
Whoa-I, whoa-I
I got a whole lot of things to tell her
When I get home

[Verse 1]
Come on, on my way
'Cause I'm-a going to see my baby today
I've got a whole lot of things I've gotta say to her

[Chorus]
Whoa-I, whoa-I
I got a whole lot of things to tell her
When I get home
[Verse 2]
Come on if you please
I've got no time for trivialities
I've got a girl who's waiting home for me tonight

[Chorus]
Whoa-I, whoa-I
I got a whole lot of things to tell her
When I get home

[Bridge]
When I'm getting home tonight
I'm going to hold her tight
I'm going to love her till the cows come home
I bet I'll love her more
Till I walk out that door
Again

[Verse 3]
Come on, let me through
I've got so many things I've got to do
I've got no business being here with you
This way

[Chorus]
Whoa-I, whoa-I
I got a whole lot of things to tell her
When I get home, yeah
I got a whole lot of things to tell her
When I get homeYou might also like3Embed"
You Can't Do That,"You Can’t Do That Lyrics[Verse 1]
I got something to say that might cause you pain
If I catch you talking to that boy again
I’m going to let you down
And leave you flat
Because I told you before
Oh, you can’t do that

[Verse 2]
Well, it’s the second time I’ve caught you talking to him
Do I have to tell you one more time, I think it’s a sin
I think I'll let you down (Let you down)
And leave you flat (Going to let you down and leave you flat)
Because I told you before
Oh, you can’t do that
[Bridge]
Everybody's green
'Cause I'm the one who won your love
But if they'd seen
You talking that way
They'd laugh in my face

[Verse 3]
So please listen to me if you want to stay mine
I can’t help my feelings, I go out of my mind
I'm going to let you down (Let you down)
And leave you flat (Going to let you down and leave you flat)
Because I told you before
Oh, you can’t do that!

[Guitar Solo]
(You can't do that)
(You can't do that)
(You can't do that)
(You can't do that)
(You can't do that)

[Bridge]
Everybody's green
'Cause I'm the one who won your love
But if they'd seen
You talking that way
They'd laugh in my face
You might also like[Verse 4]
So please listen to me if you want to stay mine
I can’t help my feelings, I go out of my mind
I'm going to let you down (Let you down)
And leave you flat (Going to let you down and leave you flat)
Because I told you before
Oh, you can’t do that!2Embed"
